Date,Narration,Voucher Type,Debit,Credit,Amount,Bank Ledger,Contra Ledger,Balance,Reference
27-12-2025,27/12/2025 27/12/2025 Charges for PORD Customer Payment 2.65 :003321414693,Payment,2.65,,2.65,Bank Account,BANK CHARGES,26140.35,
27-12-2025,"27/12/2025 27/12/2025 MBK/536172419362/14:04:44/siddhant to 20,000.00 kamal kumaw",Payment,20000.00,,20000.00,Bank Account,A,46140.35,
25-12-2025,"25/12/2025 25/12/2025 NEFT-BARBX25359253039-AADESH 39,918.00 ENTERPRISES PVT LT-I.",Payment,39918.00,,39918.00,Bank Account,A,86058.35,
25-12-2025,25/12/2025 25/12/2025 Charges for PORD Customer Payment 5.60 :003317385023,Payment,5.60,,5.60,Bank Account,BANK CHARGES,86063.95,
25-12-2025,"25/12/2025 25/12/2025 NEFT-BARBX25359252960-TANIYA 57,837.00 TRADING-CENTRAL BANK",Payment,57837.00,,57837.00,Bank Account,A,143900.95,
25-12-2025,25/12/2025 25/12/2025 Charges for PORD Customer Payment 5.60 :003317369923,Payment,5.60,,5.60,Bank Account,BANK CHARGES,143906.55,
24-12-2025,"24/12/2025 24/12/2025 EBANK:1487346887/mintifi/114180129015/ CCAVENUES I 1,04,309.40",Payment,104309.40,,104309.40,Bank Account,A,248215.95,
24-12-2025,"24/12/2025 24/12/2025 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,48215.95,
22-12-2025,"22/12/2025 22/12/2025 NEFT-BARBQ25356708413-SHREE 36,086.00 KANTAJEET SONS-AXIS",Payment,36086.00,,36086.00,Bank Account,Axis Bank Ltd,84301.95,
22-12-2025,22/12/2025 22/12/2025 Charges for PORD Customer Payment 5.60 :003310177333,Payment,5.60,,5.60,Bank Account,BANK CHARGES,84307.55,
20-12-2025,"20/12/2025 20/12/2025 NEFT-HDFCH00685746812-DEEPSAGAR 55,265.00 PROVISION",Receipt,,55265.00,55265.00,Bank Account,A,29042.55,
20-12-2025,"20/12/2025 20/12/2025 EBANK:1486687827/mintifi/114168999562/ CCAVENUES I 1,00,000.00",Payment,100000.00,,100000.00,Bank Account,A,129042.55,
20-12-2025,"20/12/2025 20/12/2025 NEFT-BARBY25354466231-JYOTI SELS 32,477.00 KUKSHI-HDFC BANK",Payment,32477.00,,32477.00,Bank Account,A,161519.55,
20-12-2025,20/12/2025 20/12/2025 Charges for PORD Customer Payment 5.60 :003306198025,Payment,5.60,,5.60,Bank Account,BANK CHARGES,161525.15,
20-12-2025,"20/12/2025 20/12/2025 MBK/535404804830/10:02:35/siddhant to 14,698.00 m Inayat al",Payment,14698.00,,14698.00,Bank Account,A,176223.15,
20-12-2025,"20/12/2025 20/12/2025 NEFT-BARBY25354464233-AADESH 19,378.00 ENTERPRISES PVT LT-I. 02/06/2026 15:23 Contact-Us@18005700 Page 5 of 19 *This is computer-generated statement.No signature is required.",Payment,19378.00,,19378.00,Bank Account,A,195601.15,
20-12-2025,20/12/2025 20/12/2025 Charges for PORD Customer Payment 5.60 :003306197134,Payment,5.60,,5.60,Bank Account,BANK CHARGES,195606.75,
20-12-2025,"20/12/2025 20/12/2025 NEFT-BARBY25354464092-ATHARV 24,621.00 AGENCY-HDFC BANK LTD.",Payment,24621.00,,24621.00,Bank Account,A,220227.75,
20-12-2025,20/12/2025 20/12/2025 Charges for PORD Customer Payment 5.60 :003306197654,Payment,5.60,,5.60,Bank Account,BANK CHARGES,220233.35,
19-12-2025,"19/12/2025 19/12/2025 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,20233.35,
17-12-2025,"17/12/2025 17/12/2025 EBANK:1486252241/mintifi/114162409968/ CCAVENUES I 2,00,000.00",Payment,200000.00,,200000.00,Bank Account,A,220233.35,
15-12-2025,"15/12/2025 15/12/2025 NEFT-SBIN325349064369-SAWARIYA 12,319.00 KIRANA AND PROVISIO",Receipt,,12319.00,12319.00,Bank Account,A,207914.35,
15-12-2025,15/12/2025 15/12/2025 NEFT-IN22534900317834-RETAIL SCAN 168.78 MANAGEMENT SERVI,Receipt,,168.78,168.78,Bank Account,A,207745.57,
13-12-2025,"13/12/2025 13/12/2025 NEFT-BARBT25347466660-KULDEEP 17,822.00 ENTERPRISES-UNION BA",Payment,17822.00,,17822.00,Bank Account,A,225567.57,
13-12-2025,13/12/2025 13/12/2025 Charges for PORD Customer Payment 5.60 :003288889894,Payment,5.60,,5.60,Bank Account,BANK CHARGES,225573.17,
13-12-2025,"13/12/2025 13/12/2025 NEFT-BARBT25347466230-THE 31,165.00 DISTRIBUTION CHANNEL-HDF",Payment,31165.00,,31165.00,Bank Account,A,256738.17,
13-12-2025,13/12/2025 13/12/2025 Charges for PORD Customer Payment 5.60 :003288889315,Payment,5.60,,5.60,Bank Account,BANK CHARGES,256743.77,
13-12-2025,"13/12/2025 13/12/2025 NEFT-BARBT25347466201-TANIYA 23,125.00 TRADING-CENTRAL BANK",Payment,23125.00,,23125.00,Bank Account,A,279868.77,
13-12-2025,13/12/2025 13/12/2025 Charges for PORD Customer Payment 5.60 :003288889284,Payment,5.60,,5.60,Bank Account,BANK CHARGES,279874.37,
12-12-2025,"12/12/2025 12/12/2025 NEFT-BARBR25346680658-AADESH 43,878.00 ENTERPRISES PVT LT-I.",Payment,43878.00,,43878.00,Bank Account,A,323752.37,
12-12-2025,12/12/2025 12/12/2025 Charges for PORD Customer Payment 5.60 :003287087856,Payment,5.60,,5.60,Bank Account,BANK CHARGES,323757.97,
12-12-2025,"12/12/2025 12/12/2025 BY CASH 3,00,000.00",Contra,,300000.00,300000.00,Bank Account,Cash,23757.97,
09-12-2025,"09/12/2025 09/12/2025 NEFT-BARBW25343211302-TANIYA 20,000.00 TRADING-CENTRAL BANK",Payment,20000.00,,20000.00,Bank Account,A,43757.97,
09-12-2025,09/12/2025 09/12/2025 Charges for PORD Customer Payment 5.60 :003279641355,Payment,5.60,,5.60,Bank Account,BANK CHARGES,43763.57,
09-12-2025,"09/12/2025 09/12/2025 NEFT-BARBW25343195480-THE 30,000.00 DISTRIBUTION CHANNEL-HDF",Payment,30000.00,,30000.00,Bank Account,A,73763.57,
09-12-2025,09/12/2025 09/12/2025 Charges for PORD Customer Payment 5.60 :003279631227,Payment,5.60,,5.60,Bank Account,BANK CHARGES,73769.17,
09-12-2025,"09/12/2025 09/12/2025 NEFT-BARBW25343186046-AADESH 50,000.00 ENTERPRISES PVT LT-I.",Payment,50000.00,,50000.00,Bank Account,A,123769.17,
09-12-2025,09/12/2025 09/12/2025 Charges for PORD Customer Payment 5.60 :003279617175,Payment,5.60,,5.60,Bank Account,BANK CHARGES,123774.77,
09-12-2025,"09/12/2025 09/12/2025 NEFT-BARBW25343184951-AADESH 29,363.00 ENTERPRISES-I.C.I.C.I",Payment,29363.00,,29363.00,Bank Account,A,153137.77,
09-12-2025,09/12/2025 09/12/2025 Charges for PORD Customer Payment 5.60 :003279614874,Payment,5.60,,5.60,Bank Account,BANK CHARGES,153143.37,
09-12-2025,"09/12/2025 09/12/2025 NEFT-BARBW25343129936-AADESH 10,679.00 ENTERPRISES-I.C.I.C.I",Payment,10679.00,,10679.00,Bank Account,A,163822.37,
09-12-2025,09/12/2025 09/12/2025 Charges for PORD Customer Payment 5.60 :003279559307,Payment,5.60,,5.60,Bank Account,BANK CHARGES,163827.97,
06-12-2025,"06/12/2025 06/12/2025 BY CASH 1,50,000.00",Contra,,150000.00,150000.00,Bank Account,Cash,13827.97,
05-12-2025,"05/12/2025 05/12/2025 ACHDR/MINTIFI FINSERVE 3,602.81 PRI/3607252229/111143481865",Payment,3602.81,,3602.81,Bank Account,A,17430.78,
05-12-2025,05/12/2025 05/12/2025 Chg Cash handling for:07-11-2025 12.00,Payment,12.00,,12.00,Bank Account,BANK CHARGES,17442.78,
03-12-2025,"03/12/2025 03/12/2025 MBK/533728298986/19:19:41/siddhant to 32,340.00 anisha mark",Payment,32340.00,,32340.00,Bank Account,Sarkk & Associates,49782.78,
03-12-2025,"03/12/2025 03/12/2025 MBK/533727932209/18:50:00/Miscellaneou 20,000.00 s",Receipt,,20000.00,20000.00,Bank Account,A,29782.78,
03-12-2025,03/12/2025 03/12/2025 SMS Charges for OCT 25 1.18,Payment,1.18,,1.18,Bank Account,BANK CHARGES,29783.96,
28-11-2025,"28/11/2025 28/11/2025 NEFT-BARBT25332955880-RSPL LTD- 2,00,000.00 HDFC BANK LTD. (HDF",Payment,200000.00,,200000.00,Bank Account,A,229783.96,
28-11-2025,28/11/2025 28/11/2025 Charges for PORD Customer Payment 17.40 :003252773624,Payment,17.40,,17.40,Bank Account,BANK CHARGES,229801.36,
28-11-2025,"28/11/2025 28/11/2025 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,29801.36,
26-11-2025,"26/11/2025 26/11/2025 NEFT-BARBZ25330923886-SANJAY 9,503.00 TRADERS-BANK OF INDIA",Payment,9503.00,,9503.00,Bank Account,Sanjay Traders Ranapur,39304.36,
26-11-2025,26/11/2025 26/11/2025 Charges for PORD Customer Payment 2.65 :003247173063,Payment,2.65,,2.65,Bank Account,BANK CHARGES,39307.01,
25-11-2025,"25/11/2025 25/11/2025 NEFT-BARBY25329216389-RAHUL 15,472.00 AGENCIES-AXIS BANK LT 02/06/2026 15:23 Contact-Us@18005700 Page 6 of 19 *This is computer-generated statement.No signature is required.",Payment,15472.00,,15472.00,Bank Account,Axis Bank Ltd,54779.01,
25-11-2025,25/11/2025 25/11/2025 Charges for PORD Customer Payment 5.60 :003245225741,Payment,5.60,,5.60,Bank Account,BANK CHARGES,54784.61,
25-11-2025,"25/11/2025 25/11/2025 NEFT-BARBY25329203675-THE 69,061.00 DISTRIBUTION CHANNEL-HDF",Payment,69061.00,,69061.00,Bank Account,A,123845.61,
25-11-2025,25/11/2025 25/11/2025 Charges for PORD Customer Payment 5.60 :003245225643,Payment,5.60,,5.60,Bank Account,BANK CHARGES,123851.21,
25-11-2025,"25/11/2025 25/11/2025 NEFT-HDFCH00631023975-DEEPSAGAR 43,685.00 PROVISION",Receipt,,43685.00,43685.00,Bank Account,A,80166.21,
25-11-2025,"25/11/2025 25/11/2025 NEFT-BARBY25329202253-PINAKEAST 4,541.00 ENTERPRISES-PUNJAB",Payment,4541.00,,4541.00,Bank Account,A,84707.21,
25-11-2025,25/11/2025 25/11/2025 Charges for PORD Customer Payment 2.65 :003245214443,Payment,2.65,,2.65,Bank Account,BANK CHARGES,84709.86,
25-11-2025,"25/11/2025 25/11/2025 NEFT-BARBY25329195211-AADESH 28,569.00 ENTERPRISES PVT LT-I.",Payment,28569.00,,28569.00,Bank Account,A,113278.86,
25-11-2025,25/11/2025 25/11/2025 Charges for PORD Customer Payment 5.60 :003245214052,Payment,5.60,,5.60,Bank Account,BANK CHARGES,113284.46,
21-11-2025,"21/11/2025 21/11/2025 MBK/532504991939/15:45:06/siddhant to 14,836.00 m Inayat al",Payment,14836.00,,14836.00,Bank Account,A,128120.46,
21-11-2025,"21/11/2025 21/11/2025 NEFT-BARBR25325596305-PANKAJ 21,474.00 SALES-STATE BANK OF I",Payment,21474.00,,21474.00,Bank Account,Kirana Sales 1%,149594.46,
21-11-2025,21/11/2025 21/11/2025 Charges for PORD Customer Payment 5.60 :003237673776,Payment,5.60,,5.60,Bank Account,BANK CHARGES,149600.06,
21-11-2025,"21/11/2025 21/11/2025 NEFT-BARBR25325595537-PINAKEAST 25,783.00 ENTERPRISES-PUNJAB",Payment,25783.00,,25783.00,Bank Account,A,175383.06,
21-11-2025,21/11/2025 21/11/2025 Charges for PORD Customer Payment 5.60 :003237673693,Payment,5.60,,5.60,Bank Account,BANK CHARGES,175388.66,
20-11-2025,"20/11/2025 20/11/2025 BY CASH 1,50,000.00",Contra,,150000.00,150000.00,Bank Account,Cash,25388.66,
13-11-2025,"13/11/2025 13/11/2025 NEFT-BARBV25317852266-AADESH 10,765.00 ENTERPRISES PVT LT-I.",Payment,10765.00,,10765.00,Bank Account,A,36153.66,
13-11-2025,13/11/2025 13/11/2025 Charges for PORD Customer Payment 5.60 :003218436422,Payment,5.60,,5.60,Bank Account,BANK CHARGES,36159.26,
13-11-2025,"13/11/2025 13/11/2025 NEFT-BARBV25317851818-AADESH 8,309.00 ENTERPRISES-I.C.I.C.I",Payment,8309.00,,8309.00,Bank Account,A,44468.26,
13-11-2025,13/11/2025 13/11/2025 Charges for PORD Customer Payment 2.65 :003218436020,Payment,2.65,,2.65,Bank Account,BANK CHARGES,44470.91,
13-11-2025,"13/11/2025 13/11/2025 NEFT-BARBV25317808518-TANIYA 19,846.00 TRADING-CENTRAL BANK",Payment,19846.00,,19846.00,Bank Account,A,64316.91,
13-11-2025,13/11/2025 13/11/2025 Charges for PORD Customer Payment 5.60 :003218390728,Payment,5.60,,5.60,Bank Account,BANK CHARGES,64322.51,
13-11-2025,"13/11/2025 13/11/2025 NEFT-BARBV25317808135-PANAMA 18,757.00 PHARMA-HDFC BANK LTD.",Payment,18757.00,,18757.00,Bank Account,A,83079.51,
13-11-2025,13/11/2025 13/11/2025 Charges for PORD Customer Payment 5.60 :003218390126,Payment,5.60,,5.60,Bank Account,BANK CHARGES,83085.11,
13-11-2025,"13/11/2025 13/11/2025 NEFT-BARBV25317807650-ISHAAN 18,559.00 MARKETING-HDFC BANK L",Payment,18559.00,,18559.00,Bank Account,A,101644.11,
13-11-2025,13/11/2025 13/11/2025 Charges for PORD Customer Payment 5.60 :003218389335,Payment,5.60,,5.60,Bank Account,BANK CHARGES,101649.71,
13-11-2025,"13/11/2025 13/11/2025 NEFT-BARBV25317699619-AADESH 26,365.00 ENTERPRISES-I.C.I.C.I",Payment,26365.00,,26365.00,Bank Account,A,128014.71,
13-11-2025,13/11/2025 13/11/2025 Charges for PORD Customer Payment 5.60 :003218269752,Payment,5.60,,5.60,Bank Account,BANK CHARGES,128020.31,
13-11-2025,"13/11/2025 13/11/2025 NEFT-BARBV25317699366-ATHARV 29,085.00 AGENCY-HDFC BANK LTD.",Payment,29085.00,,29085.00,Bank Account,A,157105.31,
13-11-2025,13/11/2025 13/11/2025 Charges for PORD Customer Payment 5.60 :003218269687,Payment,5.60,,5.60,Bank Account,BANK CHARGES,157110.91,
13-11-2025,13/11/2025 13/11/2025 NEFT-IN22531721797904-RETAIL SCAN 465.05 MANAGEMENT SERVI,Receipt,,465.05,465.05,Bank Account,A,156645.86,
12-11-2025,"12/11/2025 12/11/2025 BY CASH 1,30,000.00",Contra,,130000.00,130000.00,Bank Account,Cash,26645.86,
10-11-2025,"10/11/2025 10/11/2025 NEFT-SBIN325314952994-SAWARIYA 16,630.00 KIRANA AND PROVISIO",Receipt,,16630.00,16630.00,Bank Account,A,10015.86,
07-11-2025,"07/11/2025 07/11/2025 NEFT-BARBV25311967776-RSPL LTD- 99,000.00 HDFC BANK LTD. (HDF",Payment,99000.00,,99000.00,Bank Account,A,109015.86,
07-11-2025,07/11/2025 07/11/2025 Charges for PORD Customer Payment 5.60 :003205260021,Payment,5.60,,5.60,Bank Account,BANK CHARGES,109021.46,
07-11-2025,"07/11/2025 07/11/2025 NEFT-BARBV25311967760-RSPL LTD- 2,00,000.00 HDFC BANK LTD. (HDF",Payment,200000.00,,200000.00,Bank Account,A,309021.46,
07-11-2025,07/11/2025 07/11/2025 Charges for PORD Customer Payment 17.40 :003205260005,Payment,17.40,,17.40,Bank Account,BANK CHARGES,309038.86,
07-11-2025,"07/11/2025 07/11/2025 EBANK:1480494978/mintifi/114081623481/ CCAVENUES I 4,06,131.46",Payment,406131.46,,406131.46,Bank Account,A,715170.32,
07-11-2025,"07/11/2025 07/11/2025 BY CASH 4,50,000.00 02/06/2026 15:23 Contact-Us@18005700 Page 7 of 19 *This is computer-generated statement.No signature is required.",Contra,,450000.00,450000.00,Bank Account,Cash,265170.32,
07-11-2025,"07/11/2025 07/11/2025 BY CASH 50,000.00",Contra,,50000.00,50000.00,Bank Account,Cash,215170.32,
07-11-2025,"07/11/2025 07/11/2025 MBK/531152990647/11:08:29/SIDDHANT 77,043.00 to anisha mark",Payment,77043.00,,77043.00,Bank Account,Sarkk & Associates,292213.32,
07-11-2025,"07/11/2025 07/11/2025 NEFT-BARBU25311269716-AADESH 53,777.00 ENTERPRISES-I.C.I.C.I",Payment,53777.00,,53777.00,Bank Account,A,345990.32,
07-11-2025,07/11/2025 07/11/2025 Charges for PORD Customer Payment 5.60 :003203523209,Payment,5.60,,5.60,Bank Account,BANK CHARGES,345995.92,
05-11-2025,05/11/2025 05/11/2025 ACHRE/BARB0000000029045581/HRETC 295.00 HARGE/111099206239,Payment,295.00,,295.00,Bank Account,A,346290.92,
04-11-2025,"04/11/2025 04/11/2025 NEFT-BARBZ25308318895-RAHUL 11,921.00 RATHORE-AXIS BANK LTD",Payment,11921.00,,11921.00,Bank Account,Axis Bank Ltd,358211.92,
04-11-2025,04/11/2025 04/11/2025 Charges for PORD Customer Payment 5.60 :003196956687,Payment,5.60,,5.60,Bank Account,BANK CHARGES,358217.52,
31-10-2025,"31/10/2025 31/10/2025 NEFT-BARBR25304320421-PINAKEAST 10,284.00 ENTERPRISES-PUNJAB",Payment,10284.00,,10284.00,Bank Account,A,368501.52,
31-10-2025,31/10/2025 31/10/2025 Charges for PORD Customer Payment 5.60 :003187456971,Payment,5.60,,5.60,Bank Account,BANK CHARGES,368507.12,
31-10-2025,"31/10/2025 31/10/2025 BY CASH 3,00,000.00",Contra,,300000.00,300000.00,Bank Account,Cash,68507.12,
31-10-2025,"31/10/2025 31/10/2025 NEFT-BARBQ25304799858-AADESH 37,452.00 ENTERPRISES PVT LT-I.",Payment,37452.00,,37452.00,Bank Account,A,105959.12,
31-10-2025,31/10/2025 31/10/2025 Charges for PORD Customer Payment 5.60 :003186901230,Payment,5.60,,5.60,Bank Account,BANK CHARGES,105964.72,
31-10-2025,"31/10/2025 31/10/2025 NEFT-BARBQ25304799169-AADESH 28,642.00 ENTERPRISES PVT LT-I.",Payment,28642.00,,28642.00,Bank Account,A,134606.72,
31-10-2025,31/10/2025 31/10/2025 Charges for PORD Customer Payment 5.60 :003186898977,Payment,5.60,,5.60,Bank Account,BANK CHARGES,134612.32,
29-10-2025,"29/10/2025 29/10/2025 NEFT-BARBX25302463889-RIDIT 51,390.00 ENTERPRISES-HDFC BANK",Payment,51390.00,,51390.00,Bank Account,A,186002.32,
29-10-2025,29/10/2025 29/10/2025 Charges for PORD Customer Payment 5.60 :003182384923,Payment,5.60,,5.60,Bank Account,BANK CHARGES,186007.92,
27-10-2025,"27/10/2025 27/10/2025 NEFT-BARBT25300816048-AADESH 50,000.00 ENTERPRISES PVT LT-I.",Payment,50000.00,,50000.00,Bank Account,A,236007.92,
27-10-2025,27/10/2025 27/10/2025 Charges for PORD Customer Payment 5.60 :003178373572,Payment,5.60,,5.60,Bank Account,BANK CHARGES,236013.52,
26-10-2025,"26/10/2025 26/10/2025 NEFT-BARBS25299338956-AGROWTH 1,862.00 MARKETING-HDFC BANK",Payment,1862.00,,1862.00,Bank Account,A,237875.52,
26-10-2025,26/10/2025 26/10/2025 Charges for PORD Customer Payment 2.65 :003176722167,Payment,2.65,,2.65,Bank Account,BANK CHARGES,237878.17,
25-10-2025,"25/10/2025 25/10/2025 NEFT-BARBR25298654828-AADESH 17,272.00 ENTERPRISES-I.C.I.C.I",Payment,17272.00,,17272.00,Bank Account,A,255150.17,
25-10-2025,25/10/2025 25/10/2025 Charges for PORD Customer Payment 5.60 :003175410108,Payment,5.60,,5.60,Bank Account,BANK CHARGES,255155.77,
25-10-2025,"25/10/2025 25/10/2025 NEFT-BARBR25298432212-THE 30,631.00 DISTRIBUTION CHANNEL-HDF",Payment,30631.00,,30631.00,Bank Account,A,285786.77,
25-10-2025,25/10/2025 25/10/2025 Charges for PORD Customer Payment 5.60 :003175174215,Payment,5.60,,5.60,Bank Account,BANK CHARGES,285792.37,
25-10-2025,"25/10/2025 25/10/2025 NEFT-BARBR25298431623-TANIYA 42,832.00 TRADING-CENTRAL BANK",Payment,42832.00,,42832.00,Bank Account,A,328624.37,
25-10-2025,25/10/2025 25/10/2025 Charges for PORD Customer Payment 5.60 :003175173770,Payment,5.60,,5.60,Bank Account,BANK CHARGES,328629.97,
24-10-2025,"24/10/2025 24/10/2025 BY CASH 1,50,000.00",Contra,,150000.00,150000.00,Bank Account,Cash,178629.97,
23-10-2025,"23/10/2025 23/10/2025 NEFT-BARBP25296016328-RSPL LTD- 1,50,000.00 HDFC BANK LTD. (HDF",Payment,150000.00,,150000.00,Bank Account,A,328629.97,
23-10-2025,23/10/2025 23/10/2025 Charges for PORD Customer Payment 17.40 :003171753592,Payment,17.40,,17.40,Bank Account,BANK CHARGES,328647.37,
21-10-2025,"21/10/2025 21/10/2025 NEFT-SBIN325294735341-SAWARIYA 14,488.00 KIRANA AND PROVISIO",Receipt,,14488.00,14488.00,Bank Account,A,314159.37,
21-10-2025,21/10/2025 21/10/2025 INWARD RETURN 177.00,Payment,177.00,,177.00,Bank Account,A,314336.37,
20-10-2025,"20/10/2025 20/10/2025 REJECT:737075:01:Funds insufficient 50,000.00",Payment,50000.00,,50000.00,Bank Account,A,364336.37,
20-10-2025,"20/10/2025 20/10/2025 REJECT:737075:01:Funds insufficient 50,000.00",Receipt,,50000.00,50000.00,Bank Account,A,314336.37,
20-10-2025,20/10/2025 20/10/2025 SMS Charges for SEP 25 1.18,Payment,1.18,,1.18,Bank Account,BANK CHARGES,314337.55,
17-10-2025,"17/10/2025 17/10/2025 NEFT-BARBY25290146353-GOODLUCK 48,276.00 AGENCIES-CENTRAL BA",Payment,48276.00,,48276.00,Bank Account,A,362613.55,
17-10-2025,17/10/2025 17/10/2025 Charges for PORD Customer Payment 5.60 :003157707656,Payment,5.60,,5.60,Bank Account,BANK CHARGES,362619.15,
16-10-2025,"16/10/2025 16/10/2025 BY CASH 3,00,000.00",Contra,,300000.00,300000.00,Bank Account,Cash,62619.15,
15-10-2025,"15/10/2025 15/10/2025 MBK/528825122943/19:31:47/SIDDHANT 20,696.00 to anisha mark",Payment,20696.00,,20696.00,Bank Account,Sarkk & Associates,83315.15,
15-10-2025,"15/10/2025 15/10/2025 NEFT-ICIN228843594457-RETAIL SCAN 1,580.16 MANAGEMENT SERVI 02/06/2026 15:23 Contact-Us@18005700 Page 8 of 19 *This is computer-generated statement.No signature is required.",Receipt,,1580.16,1580.16,Bank Account,A,81734.99,
11-10-2025,"11/10/2025 11/10/2025 NEFT-BARBS25284761470-TANIYA 60,000.00 TRADING-CENTRAL BANK",Payment,60000.00,,60000.00,Bank Account,A,141734.99,
11-10-2025,11/10/2025 11/10/2025 Charges for PORD Customer Payment 5.60 :003139977635,Payment,5.60,,5.60,Bank Account,BANK CHARGES,141740.59,
06-10-2025,"06/10/2025 06/10/2025 NEFT-BARBQ25279608790-RAHUL 56,215.00 AGENCIES-AXIS BANK LT",Payment,56215.00,,56215.00,Bank Account,Axis Bank Ltd,197955.59,
06-10-2025,06/10/2025 06/10/2025 Charges for PORD Customer Payment 5.60 :003126333290,Payment,5.60,,5.60,Bank Account,BANK CHARGES,197961.19,
06-10-2025,"06/10/2025 06/10/2025 NEFT-BARBQ25279592337-RIDIT 50,000.00 ENTERPRISES-HDFC BANK",Payment,50000.00,,50000.00,Bank Account,A,247961.19,
06-10-2025,06/10/2025 06/10/2025 Charges for PORD Customer Payment 5.60 :003126312653,Payment,5.60,,5.60,Bank Account,BANK CHARGES,247966.79,
06-10-2025,"06/10/2025 06/10/2025 NEFT-BARBQ25279586449-AADESH 12,235.00 ENTERPRISES-I.C.I.C.I",Payment,12235.00,,12235.00,Bank Account,A,260201.79,
06-10-2025,06/10/2025 06/10/2025 Charges for PORD Customer Payment 5.60 :003126306724,Payment,5.60,,5.60,Bank Account,BANK CHARGES,260207.39,
06-10-2025,"06/10/2025 06/10/2025 MBK/527912858910/15:47:48/SIDDHANT 26,794.00 to m Inayat al",Payment,26794.00,,26794.00,Bank Account,A,287001.39,
06-10-2025,"06/10/2025 06/10/2025 NEFT-BARBQ25279532414-MAHARAJA 18,864.00 INDIA VINTRADE PVT",Payment,18864.00,,18864.00,Bank Account,A,305865.39,
06-10-2025,06/10/2025 06/10/2025 Charges for PORD Customer Payment 5.60 :003126246455,Payment,5.60,,5.60,Bank Account,BANK CHARGES,305870.99,
06-10-2025,"06/10/2025 06/10/2025 NEFT-BARBQ25279532359-ATHARV 16,672.00 AGENCY-HDFC BANK LTD.",Payment,16672.00,,16672.00,Bank Account,A,322542.99,
06-10-2025,06/10/2025 06/10/2025 Charges for PORD Customer Payment 5.60 :003126246388,Payment,5.60,,5.60,Bank Account,BANK CHARGES,322548.59,
06-10-2025,"06/10/2025 06/10/2025 NEFT-BARBQ25279526436-AGROWTH 10,595.00 MARKETING-HDFC BANK",Payment,10595.00,,10595.00,Bank Account,A,333143.59,
06-10-2025,06/10/2025 06/10/2025 Charges for PORD Customer Payment 5.60 :003126246313,Payment,5.60,,5.60,Bank Account,BANK CHARGES,333149.19,
06-10-2025,"06/10/2025 06/10/2025 BY CASH 2,00,000.00",Contra,,200000.00,200000.00,Bank Account,Cash,133149.19,
06-10-2025,"06/10/2025 06/10/2025 NEFT-BARBQ25279323665-KRISHNA 19,252.00 TRADERS-HDFC BANK LT",Payment,19252.00,,19252.00,Bank Account,A,152401.19,
06-10-2025,06/10/2025 06/10/2025 Charges for PORD Customer Payment 5.60 :003126027232,Payment,5.60,,5.60,Bank Account,BANK CHARGES,152406.79,
05-10-2025,"05/10/2025 05/10/2025 ACHDR/MINTIFI FINSERVE 1,401.39 PRI/3226578354/111056265094",Payment,1401.39,,1401.39,Bank Account,A,153808.18,
02-10-2025,"02/10/2025 02/10/2025 NEFT-UNBAH3c7e5205396-Bharat Pe 18,000.00",Receipt,,18000.00,18000.00,Bank Account,A,135808.18,
01-10-2025,"01/10/2025 01/10/2025 NEFT-YESAP52742975509-RESILIENT 13,000.00 INNOVATIONS PVT LT",Receipt,,13000.00,13000.00,Bank Account,A,122808.18,
30-09-2025,"30/09/2025 30/09/2025 NEFT-BARBZ25273537118-SANJAY 4,751.00 TRADERS-BANK OF INDIA",Payment,4751.00,,4751.00,Bank Account,Sanjay Traders Ranapur,127559.18,
30-09-2025,30/09/2025 30/09/2025 Charges for PORD Customer Payment 2.65 :003111963776,Payment,2.65,,2.65,Bank Account,BANK CHARGES,127561.83,
30-09-2025,"30/09/2025 30/09/2025 NEFT-BARBZ25273537246-DEEP 35,361.00 COSMETIC AND SURGICAL-K",Payment,35361.00,,35361.00,Bank Account,C S T Dipo,162922.83,
30-09-2025,30/09/2025 30/09/2025 Charges for PORD Customer Payment 5.60 :003111963543,Payment,5.60,,5.60,Bank Account,BANK CHARGES,162928.43,
30-09-2025,"30/09/2025 30/09/2025 NEFT-BARBZ25273535891-AADESH 16,215.00 ENTERPRISES-I.C.I.C.I",Payment,16215.00,,16215.00,Bank Account,A,179143.43,
30-09-2025,30/09/2025 30/09/2025 Charges for PORD Customer Payment 5.60 :003111961819,Payment,5.60,,5.60,Bank Account,BANK CHARGES,179149.03,
30-09-2025,"30/09/2025 30/09/2025 NEFT-UNBAH85d41bbf81d-Bharat Pe 11,000.00",Receipt,,11000.00,11000.00,Bank Account,A,168149.03,
29-09-2025,"29/09/2025 29/09/2025 NEFT-UNBAH2bfbf6f1db2-Bharat Pe 15,000.00",Receipt,,15000.00,15000.00,Bank Account,A,153149.03,
28-09-2025,"28/09/2025 28/09/2025 NEFT-BARBU25271769262-AADESH 67,326.00 ENTERPRISES-I.C.I.C.I",Payment,67326.00,,67326.00,Bank Account,A,220475.03,
28-09-2025,28/09/2025 28/09/2025 Charges for PORD Customer Payment 5.60 :003106709772,Payment,5.60,,5.60,Bank Account,BANK CHARGES,220480.63,
